0,0.796842,1.453168
1,0.800885,1.502115
2,0.791266,1.552321
3,0.800433,1.484718
4,0.807666,1.470194
5,0.799281,1.563295
6,0.810350,1.407879
7,0.792910,1.526987
8,0.817852,1.403826
9,0.795933,1.540631
10,0.792658,1.566978
11,0.789225,1.560823
12,0.787225,1.571776
13,0.806009,1.452441
14,0.791085,1.540215
15,0.814301,1.416874
16,0.806311,1.434029
17,0.790614,1.587694
18,0.788806,1.537492
19,0.798464,1.437103
20,0.819683,1.414879
21,0.801113,1.520521
22,0.797535,1.534737
23,0.798082,1.493011
24,0.793590,1.531097
25,0.796481,1.529722
26,0.788229,1.584608
27,0.790895,1.506837
28,0.800233,1.490960
29,0.801409,1.434805
30,0.806873,1.436679
31,0.788200,1.515908
32,0.804091,1.463205
33,0.788186,1.531202
34,0.809878,1.435067
35,0.794200,1.488946
36,0.801124,1.537402
37,0.816147,1.425577
38,0.818648,1.398887
39,0.783116,1.575873
40,0.793593,1.524803
41,0.816375,1.413195
42,0.783123,1.567047
43,0.803654,1.490928
44,0.808214,1.437403
45,0.790073,1.549761
46,0.795163,1.531633
47,0.808817,1.485379
48,0.808377,1.395329
49,0.814187,1.431185
50,0.785884,1.590957
51,0.812040,1.397766
52,0.788008,1.575272
53,0.779306,1.604465
54,0.799772,1.489468
55,0.813440,1.440515
56,0.804784,1.517908
57,0.803193,1.528316
58,0.808041,1.431481
59,0.789546,1.557898
60,0.797649,1.545128
61,0.791815,1.520103
62,0.782087,1.624894
63,0.803501,1.432974
64,0.802518,1.463598
65,0.796618,1.482153
66,0.789469,1.592983
67,0.806119,1.433791
68,0.805169,1.522494
69,0.816016,1.454569
70,0.801431,1.498000
71,0.793589,1.526722
72,0.788497,1.556449
73,0.800011,1.526546
74,0.793732,1.477832
75,0.788289,1.598055
76,0.795529,1.554785
77,0.774838,1.633361
78,0.794094,1.542923
79,0.804251,1.461903
80,0.772458,1.612793
81,0.799456,1.548793
82,0.796363,1.514228
83,0.789719,1.595562
84,0.820397,1.412319
85,0.787556,1.584851
86,0.788399,1.520159
87,0.833025,1.354053
88,0.792677,1.563615
89,0.801234,1.508614
90,0.790808,1.544347
91,0.797922,1.490445
92,0.796336,1.500792
93,0.793848,1.546300
94,0.824296,1.351705
95,0.798865,1.532619
96,0.796935,1.512074
97,0.791129,1.513220
98,0.788982,1.474946
99,0.791404,1.510609
