0,0.863063,1.481913
1,0.823556,1.290711
2,0.804388,1.515317
3,0.787145,1.150411
4,0.820501,1.224341
5,0.743428,1.799376
6,0.769906,1.534650
7,0.775612,1.452046
8,0.854397,0.946417
9,0.816743,1.583264
10,0.821632,1.287591
11,0.796923,1.520397
12,0.822719,1.365807
13,0.796111,1.438328
14,0.808522,1.537846
15,0.847485,1.259929
16,0.770739,1.643542
17,0.815267,1.457618
18,0.848427,1.225788
19,0.785091,1.570761
20,0.801126,1.396122
21,0.810018,1.436844
22,0.797574,1.423022
23,0.779988,1.662742
24,0.746851,1.939510
25,0.804899,1.393979
26,0.788172,1.546325
27,0.789965,1.600584
28,0.825358,1.280783
29,0.777864,1.521453
30,0.833235,1.389402
31,0.771579,1.510019
32,0.756219,1.664124
33,0.774632,1.784462
34,0.792809,1.633502
35,0.806039,1.580749
36,0.773128,1.692619
37,0.789962,1.490327
38,0.783071,1.582808
39,0.783825,1.682050
40,0.841892,1.304291
41,0.872622,0.911793
42,0.773014,1.618246
43,0.722618,1.817945
44,0.834245,1.501871
45,0.767452,1.670134
46,0.791298,1.635076
47,0.841591,1.563532
48,0.811428,1.550523
49,0.783592,1.694705
50,0.821772,1.361243
51,0.828785,1.268754
52,0.842383,1.539184
53,0.778487,1.718726
54,0.820554,1.412083
55,0.839465,1.314786
56,0.856027,1.210272
57,0.785453,1.555563
58,0.804456,1.507661
59,0.800403,1.533926
60,0.797082,1.569387
61,0.798631,1.495064
62,0.771247,1.521045
63,0.820326,1.493502
64,0.765397,1.589799
65,0.798986,1.616221
66,0.806233,1.403769
67,0.770998,1.606429
68,0.800243,1.627338
69,0.799955,1.601432
70,0.792809,1.596996
71,0.805457,1.575494
72,0.820577,1.438376
73,0.772275,1.648771
74,0.851856,1.328076
75,0.763589,1.641612
76,0.828999,1.383957
77,0.692364,2.067304
78,0.828690,1.321851
79,0.814414,1.457186
80,0.831579,1.432495
81,0.863184,1.136163
82,0.841758,1.364668
83,0.776314,1.627405
84,0.827079,1.338253
85,0.746546,1.806160
86,0.798695,1.442501
87,0.777222,1.666019
88,0.790751,1.736171
89,0.819196,1.303713
90,0.782142,1.593427
91,0.791468,1.479284
92,0.761656,1.758802
93,0.773119,1.651124
94,0.789146,1.652056
95,0.772894,1.544604
96,0.768201,1.418464
97,0.792568,1.541476
98,0.790118,1.487429
99,0.763687,1.751165
