0,0.797655,1.499784
1,0.801511,1.490773
2,0.803919,1.471978
3,0.804194,1.487145
4,0.799046,1.494604
5,0.800739,1.491684
6,0.796171,1.518037
7,0.798555,1.518688
8,0.798611,1.496200
9,0.795048,1.519261
10,0.795975,1.527477
11,0.800224,1.503452
12,0.802440,1.497686
13,0.802127,1.499872
14,0.793622,1.521601
15,0.793767,1.528753
16,0.793720,1.528688
17,0.797041,1.507058
18,0.801419,1.507751
19,0.798919,1.508987
20,0.799941,1.488249
21,0.805445,1.485959
22,0.796528,1.519741
23,0.803057,1.476064
24,0.802778,1.492119
25,0.803379,1.475711
26,0.801787,1.464486
27,0.795519,1.524425
28,0.799628,1.510751
29,0.801895,1.514001
30,0.797505,1.508354
31,0.792505,1.533817
32,0.805488,1.450717
33,0.801455,1.479430
34,0.795023,1.515076
35,0.799096,1.488114
36,0.792768,1.530145
37,0.792570,1.550722
38,0.801090,1.484108
39,0.792384,1.522138
40,0.800224,1.529322
41,0.800062,1.489855
42,0.799450,1.513288
43,0.798250,1.501886
44,0.797126,1.528284
45,0.800878,1.504376
46,0.802044,1.481993
47,0.798806,1.496337
48,0.797517,1.505029
49,0.795770,1.521832
50,0.801391,1.484345
51,0.804525,1.470108
52,0.799116,1.506340
53,0.802243,1.492052
54,0.792905,1.535615
55,0.801794,1.487703
56,0.801510,1.492070
57,0.801576,1.492518
58,0.794029,1.529760
59,0.796562,1.537072
60,0.805914,1.475354
61,0.797297,1.510366
62,0.799016,1.502634
63,0.799798,1.517955
64,0.793447,1.509386
65,0.797395,1.516450
66,0.808763,1.451947
67,0.800712,1.495548
68,0.807003,1.476036
69,0.803309,1.471128
70,0.798703,1.513219
71,0.793685,1.526918
72,0.797016,1.513027
73,0.799080,1.504850
74,0.800205,1.484988
75,0.800902,1.494311
76,0.800409,1.511964
77,0.799875,1.502747
78,0.798036,1.519260
79,0.798606,1.513183
80,0.799854,1.505265
81,0.797024,1.502417
82,0.791626,1.548768
83,0.796111,1.532716
84,0.793303,1.541398
85,0.801789,1.487887
86,0.800959,1.489809
87,0.793655,1.522778
88,0.797277,1.517454
89,0.795311,1.522794
90,0.797935,1.515130
91,0.802043,1.511046
92,0.800921,1.504485
93,0.799557,1.511034
94,0.799187,1.489363
95,0.799942,1.503705
96,0.796928,1.506163
97,0.800533,1.498373
98,0.800515,1.509276
99,0.793807,1.534576
